id,track_name,artist_names,cluster,playlist_name
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,0,"Dark, Intense Vibe"
0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,Jack Harlow,0,"Dark, Intense Vibe"
0MrRAUcB8AZiB9ue2VOBYe,Sugar Wraith,Post Malone,0,"Dark, Intense Vibe"
0Mrnt1YqVuW2bqmwu4VxDt,Amen (feat. Teezo Touchdown),"Drake, Teezo Touchdown",0,"Dark, Intense Vibe"
0NJp8GyCOWnQh71xKSPfuV,Freaky,Tory Lanez,0,"Dark, Intense Vibe"
0NRHj8hDwwmSPaA41o379r,The Moment I Knew (Taylor's Version),Taylor Swift,0,"Dark, Intense Vibe"
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,0,"Dark, Intense Vibe"
0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",0,"Dark, Intense Vibe"
0Nhu3zSYbEz32IYiobV75e,Now Or Never,Halsey,0,"Dark, Intense Vibe"
0NmyHZZMfVBiUSOfDmz9Bf,La ragazza con il cuore di latta,Irama,0,"Dark, Intense Vibe"
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",0,"Dark, Intense Vibe"
0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),"Travis Scott, Beyoncé",0,"Dark, Intense Vibe"
0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","mgk, X Ambassadors, Bebe Rexha",0,"Dark, Intense Vibe"
0OTNHGKcqQbk51bOYe462Y,ULTRA SOLO,"Polimá Westcoast, Pailita",0,"Dark, Intense Vibe"
0Odu228D0yGcFySGuxU4rY,The Take (feat. Chris Brown),"Tory Lanez, Chris Brown",0,"Dark, Intense Vibe"
